sample_id,pca_introgression_affinity,subgenome,condition,panel_type,analysis_group,within_introgressed_rank
3,-129.4773941265634,sgC,priority_seed_20250418_24000,arabica_only,arabica_wild,
4,-127.0040519513957,sgC,priority_seed_20250418_24000,arabica_only,arabica_wild,
5,-136.3600248475285,sgC,priority_seed_20250418_24000,arabica_only,arabica_wild,
6,-129.0799124265809,sgC,priority_seed_20250418_24000,arabica_only,arabica_wild,
7,-134.2236608760045,sgC,priority_seed_20250418_24000,arabica_only,arabica_wild,
8,-141.3150534766972,sgC,priority_seed_20250418_24000,arabica_only,arabica_wild,
9,-142.2324841996326,sgC,priority_seed_20250418_24000,arabica_only,arabica_wild,
10,77.23123326674235,sgC,priority_seed_20250418_24000,arabica_only,arabica_introgressed,3.0
11,98.21774457987837,sgC,priority_seed_20250418_24000,arabica_only,arabica_introgressed,1.0
12,-173.7230986185649,sgC,priority_seed_20250418_24000,arabica_only,arabica_cultivated,
13,-176.1328161193916,sgC,priority_seed_20250418_24000,arabica_only,arabica_cultivated,
14,-151.3617453792077,sgC,priority_seed_20250418_24000,arabica_only,arabica_cultivated,
15,-129.7602868482059,sgC,priority_seed_20250418_24000,arabica_only,arabica_wild,
16,35.58290234088706,sgC,priority_seed_20250418_24000,arabica_only,arabica_introgressed,5.0
17_BMJM,-166.5854209802631,sgC,priority_seed_20250418_24000,arabica_only,arabica_cultivated,
18_E123,-142.7276182790162,sgC,priority_seed_20250418_24000,arabica_only,arabica_wild,
19_E237,-136.7717933163597,sgC,priority_seed_20250418_24000,arabica_only,arabica_wild,
20_E261,-147.3461657693749,sgC,priority_seed_20250418_24000,arabica_only,arabica_wild,
21_E383,-142.0148784525871,sgC,priority_seed_20250418_24000,arabica_only,arabica_wild,
22_E516,-157.6650062748841,sgC,priority_seed_20250418_24000,arabica_only,arabica_wild,
23_Erecta,-173.1308392609833,sgC,priority_seed_20250418_24000,arabica_only,arabica_cultivated,
24_ET59,-146.2731206614639,sgC,priority_seed_20250418_24000,arabica_only,arabica_wild,
25_JK1,-172.6757613718916,sgC,priority_seed_20250418_24000,arabica_only,arabica_cultivated,
26_Moka,-175.4425641404653,sgC,priority_seed_20250418_24000,arabica_only,arabica_cultivated,
27_Rubi,-174.0348281919963,sgC,priority_seed_20250418_24000,arabica_only,arabica_cultivated,
28_Topazio,-174.0474499155194,sgC,priority_seed_20250418_24000,arabica_only,arabica_cultivated,
29_CostaRica95,-1.649644670178105,sgC,priority_seed_20250418_24000,arabica_only,arabica_introgressed,6.0
30_OroAzteca,60.5443713148571,sgC,priority_seed_20250418_24000,arabica_only,arabica_introgressed,4.0
31_ArabustaPizze,94.27872460690338,sgC,priority_seed_20250418_24000,arabica_only,arabica_introgressed,2.0
32_Bourbonpointu,-173.0633582397701,sgC,priority_seed_20250418_24000,arabica_only,arabica_cultivated,
37_Catuai99,-173.5964384771567,sgC,priority_seed_20250418_24000,arabica_only,arabica_cultivated,
38_Et38C3,-152.9231783530947,sgC,priority_seed_20250418_24000,arabica_only,arabica_wild,
39_Guatemalense,-173.4803600723969,sgC,priority_seed_20250418_24000,arabica_only,arabica_cultivated,
LINN32,-134.0018794727322,sgC,priority_seed_20250418_24000,arabica_only,arabica_wild,
Amsterdam,-173.1202456972213,sgC,priority_seed_20250418_24000,arabica_only,arabica_cultivated,
BB1,-173.6049990840431,sgC,priority_seed_20250418_24000,arabica_only,arabica_cultivated,
TIP1,-172.4915341679188,sgC,priority_seed_20250418_24000,arabica_only,arabica_cultivated,
1,-187.5257048820341,sgC,priority_seed_20250418_48000,full_panel,arabica_wild,
2,-188.2400312837572,sgC,priority_seed_20250418_48000,full_panel,arabica_wild,
3,-186.570184562952,sgC,priority_seed_20250418_48000,full_panel,arabica_wild,
4,-186.4872362891298,sgC,priority_seed_20250418_48000,full_panel,arabica_wild,
5,-187.8959755103152,sgC,priority_seed_20250418_48000,full_panel,arabica_wild,
6,-186.9287684064109,sgC,priority_seed_20250418_48000,full_panel,arabica_wild,
7,-186.9768803960133,sgC,priority_seed_20250418_48000,full_panel,arabica_wild,
8,-188.862864404366,sgC,priority_seed_20250418_48000,full_panel,arabica_wild,
9,-189.0046446835468,sgC,priority_seed_20250418_48000,full_panel,arabica_wild,
10,177.4198081825915,sgC,priority_seed_20250418_48000,full_panel,arabica_introgressed,2.0
11,191.7149456060117,sgC,priority_seed_20250418_48000,full_panel,arabica_introgressed,1.0
12,-188.4966267092266,sgC,priority_seed_20250418_48000,full_panel,arabica_cultivated,
13,-189.5625964100987,sgC,priority_seed_20250418_48000,full_panel,arabica_cultivated,
14,-189.4048866586586,sgC,priority_seed_20250418_48000,full_panel,arabica_cultivated,
15,-186.787444046656,sgC,priority_seed_20250418_48000,full_panel,arabica_wild,
16,123.0963414641644,sgC,priority_seed_20250418_48000,full_panel,arabica_introgressed,4.0
17_BMJM,-190.7682422197425,sgC,priority_seed_20250418_48000,full_panel,arabica_cultivated,
18_E123,-186.7142531193954,sgC,priority_seed_20250418_48000,full_panel,arabica_wild,
19_E237,-187.7267845332505,sgC,priority_seed_20250418_48000,full_panel,arabica_wild,
20_E261,-187.2081050534717,sgC,priority_seed_20250418_48000,full_panel,arabica_wild,
21_E383,-188.267959897427,sgC,priority_seed_20250418_48000,full_panel,arabica_wild,
22_E516,-189.5956528966821,sgC,priority_seed_20250418_48000,full_panel,arabica_wild,
23_Erecta,-187.1742488023335,sgC,priority_seed_20250418_48000,full_panel,arabica_cultivated,
24_ET59,-189.0922495929226,sgC,priority_seed_20250418_48000,full_panel,arabica_wild,
25_JK1,-191.2751362710015,sgC,priority_seed_20250418_48000,full_panel,arabica_cultivated,
26_Moka,-191.4574379436677,sgC,priority_seed_20250418_48000,full_panel,arabica_cultivated,
27_Rubi,-189.4701814190753,sgC,priority_seed_20250418_48000,full_panel,arabica_cultivated,
28_Topazio,-188.5016129909436,sgC,priority_seed_20250418_48000,full_panel,arabica_cultivated,
29_CostaRica95,65.31342314636963,sgC,priority_seed_20250418_48000,full_panel,arabica_introgressed,5.0
30_OroAzteca,166.463158396005,sgC,priority_seed_20250418_48000,full_panel,arabica_introgressed,3.0
31_ArabustaPizze,65.299576891996,sgC,priority_seed_20250418_48000,full_panel,arabica_introgressed,6.0
32_Bourbonpointu,-191.570155906754,sgC,priority_seed_20250418_48000,full_panel,arabica_cultivated,
37_Catuai99,-190.1247298419325,sgC,priority_seed_20250418_48000,full_panel,arabica_cultivated,
38_Et38C3,-188.898831401941,sgC,priority_seed_20250418_48000,full_panel,arabica_wild,
39_Guatemalense,-189.5550945722182,sgC,priority_seed_20250418_48000,full_panel,arabica_cultivated,
40_BU-A,11.97322673002657,sgC,priority_seed_20250418_48000,full_panel,eugenioides,
LINN32,-154.2824029350994,sgC,priority_seed_20250418_48000,full_panel,arabica_wild,
Amsterdam,-189.1311838438298,sgC,priority_seed_20250418_48000,full_panel,arabica_cultivated,
BP409,73.78364626702859,sgC,priority_seed_20250418_48000,full_panel,canephora,
Q121,38.02582758684559,sgC,priority_seed_20250418_48000,full_panel,canephora,
BUD15,29.51494776945617,sgC,priority_seed_20250418_48000,full_panel,canephora,
DA56,4.440525780663563,sgC,priority_seed_20250418_48000,full_panel,eugenioides,
BB1,-190.0525946455547,sgC,priority_seed_20250418_48000,full_panel,arabica_cultivated,
TIP1,-188.5010925374262,sgC,priority_seed_20250418_48000,full_panel,arabica_cultivated,
1,-199.2241543897709,sgC,priority_seed_20250418_48000,arabica_only,arabica_wild,
2,-195.6379884623825,sgC,priority_seed_20250418_48000,arabica_only,arabica_wild,
3,-189.072244950365,sgC,priority_seed_20250418_48000,arabica_only,arabica_wild,
4,-186.0571419283104,sgC,priority_seed_20250418_48000,arabica_only,arabica_wild,
5,-197.8661522952106,sgC,priority_seed_20250418_48000,arabica_only,arabica_wild,
6,-188.6215011661066,sgC,priority_seed_20250418_48000,arabica_only,arabica_wild,
7,-195.5835683542669,sgC,priority_seed_20250418_48000,arabica_only,arabica_wild,
8,-204.7851200100637,sgC,priority_seed_20250418_48000,arabica_only,arabica_wild,
9,-203.8605281296515,sgC,priority_seed_20250418_48000,arabica_only,arabica_wild,
10,108.4870185997442,sgC,priority_seed_20250418_48000,arabica_only,arabica_introgressed,3.0
11,140.548687262831,sgC,priority_seed_20250418_48000,arabica_only,arabica_introgressed,1.0
12,-246.6231774799306,sgC,priority_seed_20250418_48000,arabica_only,arabica_cultivated,
13,-249.1131577320404,sgC,priority_seed_20250418_48000,arabica_only,arabica_cultivated,
14,-216.3824027238587,sgC,priority_seed_20250418_48000,arabica_only,arabica_cultivated,
15,-187.8949697987824,sgC,priority_seed_20250418_48000,arabica_only,arabica_wild,
16,49.8844832321102,sgC,priority_seed_20250418_48000,arabica_only,arabica_introgressed,5.0
17_BMJM,-238.7549847843175,sgC,priority_seed_20250418_48000,arabica_only,arabica_cultivated,
18_E123,-206.3702574147334,sgC,priority_seed_20250418_48000,arabica_only,arabica_wild,
19_E237,-198.3747976345249,sgC,priority_seed_20250418_48000,arabica_only,arabica_wild,
20_E261,-211.8748114883985,sgC,priority_seed_20250418_48000,arabica_only,arabica_wild,
21_E383,-202.2553329775085,sgC,priority_seed_20250418_48000,arabica_only,arabica_wild,
22_E516,-224.5640557109406,sgC,priority_seed_20250418_48000,arabica_only,arabica_wild,
23_Erecta,-246.3271334209121,sgC,priority_seed_20250418_48000,arabica_only,arabica_cultivated,
24_ET59,-210.9449953461681,sgC,priority_seed_20250418_48000,arabica_only,arabica_wild,
25_JK1,-244.9082020790687,sgC,priority_seed_20250418_48000,arabica_only,arabica_cultivated,
26_Moka,-247.8958688092993,sgC,priority_seed_20250418_48000,arabica_only,arabica_cultivated,
27_Rubi,-246.6931421367103,sgC,priority_seed_20250418_48000,arabica_only,arabica_cultivated,
28_Topazio,-246.7300126312853,sgC,priority_seed_20250418_48000,arabica_only,arabica_cultivated,
29_CostaRica95,-3.052812958391655,sgC,priority_seed_20250418_48000,arabica_only,arabica_introgressed,6.0
30_OroAzteca,87.63493947323875,sgC,priority_seed_20250418_48000,arabica_only,arabica_introgressed,4.0
31_ArabustaPizze,133.0479069195537,sgC,priority_seed_20250418_48000,arabica_only,arabica_introgressed,2.0
32_Bourbonpointu,-245.4843949461832,sgC,priority_seed_20250418_48000,arabica_only,arabica_cultivated,
37_Catuai99,-246.7030498246384,sgC,priority_seed_20250418_48000,arabica_only,arabica_cultivated,
38_Et38C3,-219.9419690656064,sgC,priority_seed_20250418_48000,arabica_only,arabica_wild,
39_Guatemalense,-245.6780960236291,sgC,priority_seed_20250418_48000,arabica_only,arabica_cultivated,
LINN32,-174.3136732082079,sgC,priority_seed_20250418_48000,arabica_only,arabica_wild,
Amsterdam,-242.581564216612,sgC,priority_seed_20250418_48000,arabica_only,arabica_cultivated,
BB1,-245.9676504765211,sgC,priority_seed_20250418_48000,arabica_only,arabica_cultivated,
TIP1,-245.0281553643966,sgC,priority_seed_20250418_48000,arabica_only,arabica_cultivated,
1,-64.650213190283,sgC,priority_seed_20250419_6000,full_panel,arabica_wild,
2,-64.57086883867677,sgC,priority_seed_20250419_6000,full_panel,arabica_wild,
3,-64.23295747827277,sgC,priority_seed_20250419_6000,full_panel,arabica_wild,
4,-64.47671868859493,sgC,priority_seed_20250419_6000,full_panel,arabica_wild,
5,-64.79561563543093,sgC,priority_seed_20250419_6000,full_panel,arabica_wild,
6,-64.5174037727912,sgC,priority_seed_20250419_6000,full_panel,arabica_wild,
7,-64.02363156430864,sgC,priority_seed_20250419_6000,full_panel,arabica_wild,
8,-65.04630667617838,sgC,priority_seed_20250419_6000,full_panel,arabica_wild,
9,-65.14866697876626,sgC,priority_seed_20250419_6000,full_panel,arabica_wild,
10,61.14712697902203,sgC,priority_seed_20250419_6000,full_panel,arabica_introgressed,2.0
11,66.23753659805314,sgC,priority_seed_20250419_6000,full_panel,arabica_introgressed,1.0
12,-65.36914463687414,sgC,priority_seed_20250419_6000,full_panel,arabica_cultivated,
13,-64.84269873463997,sgC,priority_seed_20250419_6000,full_panel,arabica_cultivated,
14,-65.47638397761673,sgC,priority_seed_20250419_6000,full_panel,arabica_cultivated,
15,-64.189071435155,sgC,priority_seed_20250419_6000,full_panel,arabica_wild,
16,41.06916885395419,sgC,priority_seed_20250419_6000,full_panel,arabica_introgressed,4.0
17_BMJM,-65.96544801629979,sgC,priority_seed_20250419_6000,full_panel,arabica_cultivated,
18_E123,-64.18847029143319,sgC,priority_seed_20250419_6000,full_panel,arabica_wild,
19_E237,-64.75258195711272,sgC,priority_seed_20250419_6000,full_panel,arabica_wild,
20_E261,-64.7519709148465,sgC,priority_seed_20250419_6000,full_panel,arabica_wild,
21_E383,-64.77869546973672,sgC,priority_seed_20250419_6000,full_panel,arabica_wild,
22_E516,-65.55727968973422,sgC,priority_seed_20250419_6000,full_panel,arabica_wild,
23_Erecta,-64.07801697981365,sgC,priority_seed_20250419_6000,full_panel,arabica_cultivated,
24_ET59,-65.4076411909864,sgC,priority_seed_20250419_6000,full_panel,arabica_wild,
25_JK1,-65.97835053850115,sgC,priority_seed_20250419_6000,full_panel,arabica_cultivated,
26_Moka,-66.06888928971316,sgC,priority_seed_20250419_6000,full_panel,arabica_cultivated,
27_Rubi,-65.21681507269594,sgC,priority_seed_20250419_6000,full_panel,arabica_cultivated,
28_Topazio,-64.52170306710619,sgC,priority_seed_20250419_6000,full_panel,arabica_cultivated,
29_CostaRica95,25.43406169733958,sgC,priority_seed_20250419_6000,full_panel,arabica_introgressed,5.0
30_OroAzteca,58.98174068513825,sgC,priority_seed_20250419_6000,full_panel,arabica_introgressed,3.0
31_ArabustaPizze,21.58677294907289,sgC,priority_seed_20250419_6000,full_panel,arabica_introgressed,6.0
32_Bourbonpointu,-65.20126297161444,sgC,priority_seed_20250419_6000,full_panel,arabica_cultivated,
37_Catuai99,-66.02983864832515,sgC,priority_seed_20250419_6000,full_panel,arabica_cultivated,
38_Et38C3,-64.96033138734037,sgC,priority_seed_20250419_6000,full_panel,arabica_wild,
39_Guatemalense,-65.23611236384497,sgC,priority_seed_20250419_6000,full_panel,arabica_cultivated,
40_BU-A,3.879808813112277,sgC,priority_seed_20250419_6000,full_panel,eugenioides,
LINN32,-53.15056887704737,sgC,priority_seed_20250419_6000,full_panel,arabica_wild,
Amsterdam,-65.58566616481423,sgC,priority_seed_20250419_6000,full_panel,arabica_cultivated,
BP409,24.78316570827513,sgC,priority_seed_20250419_6000,full_panel,canephora,
Q121,12.97076973835595,sgC,priority_seed_20250419_6000,full_panel,canephora,
BUD15,9.843688394705765,sgC,priority_seed_20250419_6000,full_panel,canephora,
DA56,1.167956413388936,sgC,priority_seed_20250419_6000,full_panel,eugenioides,
BB1,-64.99128127361233,sgC,priority_seed_20250419_6000,full_panel,arabica_cultivated,
TIP1,-65.03200943326152,sgC,priority_seed_20250419_6000,full_panel,arabica_cultivated,
1,-65.64455533053729,sgC,priority_seed_20250419_6000,arabica_only,arabica_wild,
2,-63.23000298554977,sgC,priority_seed_20250419_6000,arabica_only,arabica_wild,
3,-61.41234094390627,sgC,priority_seed_20250419_6000,arabica_only,arabica_wild,
4,-61.8093264830113,sgC,priority_seed_20250419_6000,arabica_only,arabica_wild,
5,-66.12490735451021,sgC,priority_seed_20250419_6000,arabica_only,arabica_wild,
6,-62.29906454633901,sgC,priority_seed_20250419_6000,arabica_only,arabica_wild,
7,-62.29157906038884,sgC,priority_seed_20250419_6000,arabica_only,arabica_wild,
8,-69.4472508980017,sgC,priority_seed_20250419_6000,arabica_only,arabica_wild,
9,-67.63011733319246,sgC,priority_seed_20250419_6000,arabica_only,arabica_wild,
10,37.90089307669913,sgC,priority_seed_20250419_6000,arabica_only,arabica_introgressed,3.0
11,47.6775758806339,sgC,priority_seed_20250419_6000,arabica_only,arabica_introgressed,1.0
12,-85.80079256436996,sgC,priority_seed_20250419_6000,arabica_only,arabica_cultivated,
13,-85.70083559768041,sgC,priority_seed_20250419_6000,arabica_only,arabica_cultivated,
14,-74.05780487203859,sgC,priority_seed_20250419_6000,arabica_only,arabica_cultivated,
15,-61.32916386442118,sgC,priority_seed_20250419_6000,arabica_only,arabica_wild,
16,16.39024184449375,sgC,priority_seed_20250419_6000,arabica_only,arabica_introgressed,5.0
17_BMJM,-82.139525413018,sgC,priority_seed_20250419_6000,arabica_only,arabica_cultivated,
18_E123,-65.58068465691315,sgC,priority_seed_20250419_6000,arabica_only,arabica_wild,
19_E237,-65.93085002638651,sgC,priority_seed_20250419_6000,arabica_only,arabica_wild,
20_E261,-69.59231233477051,sgC,priority_seed_20250419_6000,arabica_only,arabica_wild,
21_E383,-64.86770795154042,sgC,priority_seed_20250419_6000,arabica_only,arabica_wild,
22_E516,-73.92840654451797,sgC,priority_seed_20250419_6000,arabica_only,arabica_wild,
23_Erecta,-84.82397028009335,sgC,priority_seed_20250419_6000,arabica_only,arabica_cultivated,
24_ET59,-71.53558024801018,sgC,priority_seed_20250419_6000,arabica_only,arabica_wild,
25_JK1,-82.40727939914002,sgC,priority_seed_20250419_6000,arabica_only,arabica_cultivated,
26_Moka,-85.18119069415009,sgC,priority_seed_20250419_6000,arabica_only,arabica_cultivated,
27_Rubi,-85.46202520871208,sgC,priority_seed_20250419_6000,arabica_only,arabica_cultivated,
28_Topazio,-83.69350853413611,sgC,priority_seed_20250419_6000,arabica_only,arabica_cultivated,
29_CostaRica95,0.9752298458528514,sgC,priority_seed_20250419_6000,arabica_only,arabica_introgressed,6.0
30_OroAzteca,32.11448629972561,sgC,priority_seed_20250419_6000,arabica_only,arabica_introgressed,4.0
31_ArabustaPizze,45.67850372654107,sgC,priority_seed_20250419_6000,arabica_only,arabica_introgressed,2.0
32_Bourbonpointu,-83.91752751814239,sgC,priority_seed_20250419_6000,arabica_only,arabica_cultivated,
37_Catuai99,-85.74247247710959,sgC,priority_seed_20250419_6000,arabica_only,arabica_cultivated,
38_Et38C3,-72.0243514395298,sgC,priority_seed_20250419_6000,arabica_only,arabica_wild,
39_Guatemalense,-85.72411996169254,sgC,priority_seed_20250419_6000,arabica_only,arabica_cultivated,
LINN32,-67.12057278186434,sgC,priority_seed_20250419_6000,arabica_only,arabica_wild,
Amsterdam,-84.42470058843713,sgC,priority_seed_20250419_6000,arabica_only,arabica_cultivated,
BB1,-84.372388905357,sgC,priority_seed_20250419_6000,arabica_only,arabica_cultivated,
TIP1,-85.38563577340507,sgC,priority_seed_20250419_6000,arabica_only,arabica_cultivated,
1,-91.64689839860321,sgC,priority_seed_20250419_12000,full_panel,arabica_wild,
2,-91.7368115548852,sgC,priority_seed_20250419_12000,full_panel,arabica_wild,
3,-91.52610319029648,sgC,priority_seed_20250419_12000,full_panel,arabica_wild,
4,-91.62395498240136,sgC,priority_seed_20250419_12000,full_panel,arabica_wild,
5,-92.30734551615723,sgC,priority_seed_20250419_12000,full_panel,arabica_wild,
6,-91.58181960120868,sgC,priority_seed_20250419_12000,full_panel,arabica_wild,
7,-91.30255609888484,sgC,priority_seed_20250419_12000,full_panel,arabica_wild,
8,-92.51228984232276,sgC,priority_seed_20250419_12000,full_panel,arabica_wild,
9,-92.21303764691703,sgC,priority_seed_20250419_12000,full_panel,arabica_wild,
10,86.33116878296036,sgC,priority_seed_20250419_12000,full_panel,arabica_introgressed,2.0
11,93.87791593222413,sgC,priority_seed_20250419_12000,full_panel,arabica_introgressed,1.0
12,-92.41293149347267,sgC,priority_seed_20250419_12000,full_panel,arabica_cultivated,
13,-92.07728035702922,sgC,priority_seed_20250419_12000,full_panel,arabica_cultivated,
14,-92.6670521161653,sgC,priority_seed_20250419_12000,full_panel,arabica_cultivated,
15,-91.49758283830982,sgC,priority_seed_20250419_12000,full_panel,arabica_wild,
16,59.78284463590997,sgC,priority_seed_20250419_12000,full_panel,arabica_introgressed,4.0
17_BMJM,-93.48545095765608,sgC,priority_seed_20250419_12000,full_panel,arabica_cultivated,
18_E123,-91.42910253847066,sgC,priority_seed_20250419_12000,full_panel,arabica_wild,
19_E237,-92.02128592832419,sgC,priority_seed_20250419_12000,full_panel,arabica_wild,
20_E261,-91.41095923099462,sgC,priority_seed_20250419_12000,full_panel,arabica_wild,
21_E383,-92.04630188144321,sgC,priority_seed_20250419_12000,full_panel,arabica_wild,
22_E516,-92.86199063005412,sgC,priority_seed_20250419_12000,full_panel,arabica_wild,
23_Erecta,-90.89485571684557,sgC,priority_seed_20250419_12000,full_panel,arabica_cultivated,
24_ET59,-92.65861568241513,sgC,priority_seed_20250419_12000,full_panel,arabica_wild,
25_JK1,-93.79671357991802,sgC,priority_seed_20250419_12000,full_panel,arabica_cultivated,
26_Moka,-93.44877769114063,sgC,priority_seed_20250419_12000,full_panel,arabica_cultivated,
27_Rubi,-92.50043700394922,sgC,priority_seed_20250419_12000,full_panel,arabica_cultivated,
28_Topazio,-91.89899835260344,sgC,priority_seed_20250419_12000,full_panel,arabica_cultivated,
29_CostaRica95,34.67413835644282,sgC,priority_seed_20250419_12000,full_panel,arabica_introgressed,5.0
30_OroAzteca,82.94675534920454,sgC,priority_seed_20250419_12000,full_panel,arabica_introgressed,3.0
31_ArabustaPizze,30.37313245416468,sgC,priority_seed_20250419_12000,full_panel,arabica_introgressed,6.0
32_Bourbonpointu,-93.00515170565218,sgC,priority_seed_20250419_12000,full_panel,arabica_cultivated,
37_Catuai99,-93.88379690216627,sgC,priority_seed_20250419_12000,full_panel,arabica_cultivated,
38_Et38C3,-92.44997727109995,sgC,priority_seed_20250419_12000,full_panel,arabica_wild,
39_Guatemalense,-92.33613088595371,sgC,priority_seed_20250419_12000,full_panel,arabica_cultivated,
40_BU-A,5.172708232842353,sgC,priority_seed_20250419_12000,full_panel,eugenioides,
LINN32,-75.45372805633687,sgC,priority_seed_20250419_12000,full_panel,arabica_wild,
Amsterdam,-92.83173945619528,sgC,priority_seed_20250419_12000,full_panel,arabica_cultivated,
BP409,35.94275311956349,sgC,priority_seed_20250419_12000,full_panel,canephora,
Q121,18.38911368366456,sgC,priority_seed_20250419_12000,full_panel,canephora,
BUD15,14.2001392605857,sgC,priority_seed_20250419_12000,full_panel,canephora,
DA56,1.825627846665469,sgC,priority_seed_20250419_12000,full_panel,eugenioides,
BB1,-93.08778474966019,sgC,priority_seed_20250419_12000,full_panel,arabica_cultivated,
TIP1,-92.39617910444062,sgC,priority_seed_20250419_12000,full_panel,arabica_cultivated,
1,-92.56396366814216,sgC,priority_seed_20250419_12000,arabica_only,arabica_wild,
2,-91.47504616112496,sgC,priority_seed_20250419_12000,arabica_only,arabica_wild,
3,-89.35615804792235,sgC,priority_seed_20250419_12000,arabica_only,arabica_wild,
4,-87.97792997117057,sgC,priority_seed_20250419_12000,arabica_only,arabica_wild,
5,-95.0857089084718,sgC,priority_seed_20250419_12000,arabica_only,arabica_wild,
6,-88.52862437249092,sgC,priority_seed_20250419_12000,arabica_only,arabica_wild,
7,-91.29145149208995,sgC,priority_seed_20250419_12000,arabica_only,arabica_wild,
8,-98.20896236076155,sgC,priority_seed_20250419_12000,arabica_only,arabica_wild,
9,-96.33780887807734,sgC,priority_seed_20250419_12000,arabica_only,arabica_wild,
10,52.52505006816315,sgC,priority_seed_20250419_12000,arabica_only,arabica_introgressed,3.0
11,68.4264820796854,sgC,priority_seed_20250419_12000,arabica_only,arabica_introgressed,1.0
12,-121.8687120503214,sgC,priority_seed_20250419_12000,arabica_only,arabica_cultivated,
13,-121.5926837212778,sgC,priority_seed_20250419_12000,arabica_only,arabica_cultivated,
14,-105.3113206240379,sgC,priority_seed_20250419_12000,arabica_only,arabica_cultivated,
15,-89.13944753529488,sgC,priority_seed_20250419_12000,arabica_only,arabica_wild,
16,23.8746546167183,sgC,priority_seed_20250419_12000,arabica_only,arabica_introgressed,5.0
17_BMJM,-117.4210853518145,sgC,priority_seed_20250419_12000,arabica_only,arabica_cultivated,
18_E123,-94.69896719728193,sgC,priority_seed_20250419_12000,arabica_only,arabica_wild,
19_E237,-93.39450418000752,sgC,priority_seed_20250419_12000,arabica_only,arabica_wild,
20_E261,-99.698422654238,sgC,priority_seed_20250419_12000,arabica_only,arabica_wild,
21_E383,-92.79223541259353,sgC,priority_seed_20250419_12000,arabica_only,arabica_wild,
22_E516,-107.3369651996147,sgC,priority_seed_20250419_12000,arabica_only,arabica_wild,
23_Erecta,-120.3554993669863,sgC,priority_seed_20250419_12000,arabica_only,arabica_cultivated,
24_ET59,-101.407952664991,sgC,priority_seed_20250419_12000,arabica_only,arabica_wild,
25_JK1,-119.3531545802777,sgC,priority_seed_20250419_12000,arabica_only,arabica_cultivated,
26_Moka,-121.2051934174864,sgC,priority_seed_20250419_12000,arabica_only,arabica_cultivated,
27_Rubi,-121.1539801826216,sgC,priority_seed_20250419_12000,arabica_only,arabica_cultivated,
28_Topazio,-120.0588847340454,sgC,priority_seed_20250419_12000,arabica_only,arabica_cultivated,
29_CostaRica95,0.2389334846299818,sgC,priority_seed_20250419_12000,arabica_only,arabica_introgressed,6.0
30_OroAzteca,44.44604486840078,sgC,priority_seed_20250419_12000,arabica_only,arabica_introgressed,4.0
31_ArabustaPizze,64.8374400467103,sgC,priority_seed_20250419_12000,arabica_only,arabica_introgressed,2.0
32_Bourbonpointu,-120.256151492073,sgC,priority_seed_20250419_12000,arabica_only,arabica_cultivated,
37_Catuai99,-121.537125547315,sgC,priority_seed_20250419_12000,arabica_only,arabica_cultivated,
38_Et38C3,-104.2887383757418,sgC,priority_seed_20250419_12000,arabica_only,arabica_wild,
39_Guatemalense,-121.0623657292884,sgC,priority_seed_20250419_12000,arabica_only,arabica_cultivated,
LINN32,-93.3851982781614,sgC,priority_seed_20250419_12000,arabica_only,arabica_wild,
Amsterdam,-119.0355292226846,sgC,priority_seed_20250419_12000,arabica_only,arabica_cultivated,
BB1,-120.825714871359,sgC,priority_seed_20250419_12000,arabica_only,arabica_cultivated,
TIP1,-121.371813939318,sgC,priority_seed_20250419_12000,arabica_only,arabica_cultivated,
1,-129.6979500645318,sgC,priority_seed_20250419_24000,full_panel,arabica_wild,
2,-130.3382461572957,sgC,priority_seed_20250419_24000,full_panel,arabica_wild,
3,-129.7790410811511,sgC,priority_seed_20250419_24000,full_panel,arabica_wild,
4,-129.7043172809876,sgC,priority_seed_20250419_24000,full_panel,arabica_wild,
5,-130.7213481574061,sgC,priority_seed_20250419_24000,full_panel,arabica_wild,
6,-129.9172141983092,sgC,priority_seed_20250419_24000,full_panel,arabica_wild,
7,-129.7853658927947,sgC,priority_seed_20250419_24000,full_panel,arabica_wild,
8,-131.3839530413343,sgC,priority_seed_20250419_24000,full_panel,arabica_wild,
9,-130.7339772363173,sgC,priority_seed_20250419_24000,full_panel,arabica_wild,
10,123.5840453694995,sgC,priority_seed_20250419_24000,full_panel,arabica_introgressed,2.0
11,133.4082209971501,sgC,priority_seed_20250419_24000,full_panel,arabica_introgressed,1.0
12,-131.2404840619752,sgC,priority_seed_20250419_24000,full_panel,arabica_cultivated,
13,-131.2047876478612,sgC,priority_seed_20250419_24000,full_panel,arabica_cultivated,
14,-131.9199473179047,sgC,priority_seed_20250419_24000,full_panel,arabica_cultivated,
15,-129.5972347089628,sgC,priority_seed_20250419_24000,full_panel,arabica_wild,
16,85.94100328700185,sgC,priority_seed_20250419_24000,full_panel,arabica_introgressed,4.0
17_BMJM,-132.8213728311696,sgC,priority_seed_20250419_24000,full_panel,arabica_cultivated,
18_E123,-129.7526953684346,sgC,priority_seed_20250419_24000,full_panel,arabica_wild,
19_E237,-130.4531761125535,sgC,priority_seed_20250419_24000,full_panel,arabica_wild,
20_E261,-130.0973163440985,sgC,priority_seed_20250419_24000,full_panel,arabica_wild,
21_E383,-130.8231168803416,sgC,priority_seed_20250419_24000,full_panel,arabica_wild,
22_E516,-131.8311919389139,sgC,priority_seed_20250419_24000,full_panel,arabica_wild,
