sample_id,pca_introgression_affinity,subgenome,condition,panel_type,analysis_group,within_introgressed_rank
1,-94.58853208554211,sgC,filtered_reservoir_12000,full_panel,arabica_wild,
2,-95.16638482387562,sgC,filtered_reservoir_12000,full_panel,arabica_wild,
3,-94.40247726541332,sgC,filtered_reservoir_12000,full_panel,arabica_wild,
4,-94.61173962955051,sgC,filtered_reservoir_12000,full_panel,arabica_wild,
5,-94.82203751243463,sgC,filtered_reservoir_12000,full_panel,arabica_wild,
6,-94.35237562534095,sgC,filtered_reservoir_12000,full_panel,arabica_wild,
7,-94.19355177964968,sgC,filtered_reservoir_12000,full_panel,arabica_wild,
8,-95.66833373795943,sgC,filtered_reservoir_12000,full_panel,arabica_wild,
9,-95.37146148333073,sgC,filtered_reservoir_12000,full_panel,arabica_wild,
10,89.90218449026874,sgC,filtered_reservoir_12000,full_panel,arabica_introgressed,2.0
11,96.88446106646781,sgC,filtered_reservoir_12000,full_panel,arabica_introgressed,1.0
12,-95.09211372531536,sgC,filtered_reservoir_12000,full_panel,arabica_cultivated,
13,-95.82976741368977,sgC,filtered_reservoir_12000,full_panel,arabica_cultivated,
14,-95.8653716219835,sgC,filtered_reservoir_12000,full_panel,arabica_cultivated,
15,-94.57023466355353,sgC,filtered_reservoir_12000,full_panel,arabica_wild,
16,63.59145538905379,sgC,filtered_reservoir_12000,full_panel,arabica_introgressed,4.0
17_BMJM,-96.30240609116744,sgC,filtered_reservoir_12000,full_panel,arabica_cultivated,
18_E123,-94.33423497258924,sgC,filtered_reservoir_12000,full_panel,arabica_wild,
19_E237,-94.92983557334102,sgC,filtered_reservoir_12000,full_panel,arabica_wild,
20_E261,-94.61320148121908,sgC,filtered_reservoir_12000,full_panel,arabica_wild,
21_E383,-95.10966900678237,sgC,filtered_reservoir_12000,full_panel,arabica_wild,
22_E516,-96.31593424250084,sgC,filtered_reservoir_12000,full_panel,arabica_wild,
23_Erecta,-95.44201898166094,sgC,filtered_reservoir_12000,full_panel,arabica_cultivated,
24_ET59,-95.64286784059917,sgC,filtered_reservoir_12000,full_panel,arabica_wild,
25_JK1,-96.17035573022515,sgC,filtered_reservoir_12000,full_panel,arabica_cultivated,
26_Moka,-96.53153936314837,sgC,filtered_reservoir_12000,full_panel,arabica_cultivated,
27_Rubi,-95.32259237716343,sgC,filtered_reservoir_12000,full_panel,arabica_cultivated,
28_Topazio,-95.36827323711063,sgC,filtered_reservoir_12000,full_panel,arabica_cultivated,
29_CostaRica95,36.54080042223936,sgC,filtered_reservoir_12000,full_panel,arabica_introgressed,5.0
30_OroAzteca,84.68310266347163,sgC,filtered_reservoir_12000,full_panel,arabica_introgressed,3.0
31_ArabustaPizze,33.2204832464447,sgC,filtered_reservoir_12000,full_panel,arabica_introgressed,6.0
32_Bourbonpointu,-96.26646874925963,sgC,filtered_reservoir_12000,full_panel,arabica_cultivated,
37_Catuai99,-95.94219937618598,sgC,filtered_reservoir_12000,full_panel,arabica_cultivated,
38_Et38C3,-95.46354858582924,sgC,filtered_reservoir_12000,full_panel,arabica_wild,
39_Guatemalense,-95.51344295296222,sgC,filtered_reservoir_12000,full_panel,arabica_cultivated,
40_BU-A,4.945441148297675,sgC,filtered_reservoir_12000,full_panel,eugenioides,
LINN32,-77.55088748138029,sgC,filtered_reservoir_12000,full_panel,arabica_wild,
Amsterdam,-96.48842655056723,sgC,filtered_reservoir_12000,full_panel,arabica_cultivated,
BP409,37.63759243086207,sgC,filtered_reservoir_12000,full_panel,canephora,
Q121,18.86795562770919,sgC,filtered_reservoir_12000,full_panel,canephora,
BUD15,14.45556541031934,sgC,filtered_reservoir_12000,full_panel,canephora,
DA56,1.974409569105603,sgC,filtered_reservoir_12000,full_panel,eugenioides,
BB1,-96.09243039090005,sgC,filtered_reservoir_12000,full_panel,arabica_cultivated,
TIP1,-96.2368781977969,sgC,filtered_reservoir_12000,full_panel,arabica_cultivated,
1,-95.2509661690403,sgC,filtered_reservoir_12000,arabica_only,arabica_wild,
2,-95.21667654250477,sgC,filtered_reservoir_12000,arabica_only,arabica_wild,
3,-93.29406509397086,sgC,filtered_reservoir_12000,arabica_only,arabica_wild,
4,-90.6163959668325,sgC,filtered_reservoir_12000,arabica_only,arabica_wild,
5,-97.53070685058671,sgC,filtered_reservoir_12000,arabica_only,arabica_wild,
6,-90.06432780997882,sgC,filtered_reservoir_12000,arabica_only,arabica_wild,
7,-94.35595494210256,sgC,filtered_reservoir_12000,arabica_only,arabica_wild,
8,-104.2859628747191,sgC,filtered_reservoir_12000,arabica_only,arabica_wild,
9,-99.57072574052359,sgC,filtered_reservoir_12000,arabica_only,arabica_wild,
10,56.16356936486666,sgC,filtered_reservoir_12000,arabica_only,arabica_introgressed,3.0
11,70.65664053781299,sgC,filtered_reservoir_12000,arabica_only,arabica_introgressed,1.0
12,-124.0386489571241,sgC,filtered_reservoir_12000,arabica_only,arabica_cultivated,
13,-124.4030959345667,sgC,filtered_reservoir_12000,arabica_only,arabica_cultivated,
14,-106.8395323537108,sgC,filtered_reservoir_12000,arabica_only,arabica_cultivated,
15,-91.46131484194724,sgC,filtered_reservoir_12000,arabica_only,arabica_wild,
16,27.50333068484386,sgC,filtered_reservoir_12000,arabica_only,arabica_introgressed,5.0
17_BMJM,-119.3545998220929,sgC,filtered_reservoir_12000,arabica_only,arabica_cultivated,
18_E123,-99.89945638315923,sgC,filtered_reservoir_12000,arabica_only,arabica_wild,
19_E237,-96.50699747655143,sgC,filtered_reservoir_12000,arabica_only,arabica_wild,
20_E261,-102.7929545228235,sgC,filtered_reservoir_12000,arabica_only,arabica_wild,
21_E383,-98.80868912917997,sgC,filtered_reservoir_12000,arabica_only,arabica_wild,
22_E516,-114.1680431244026,sgC,filtered_reservoir_12000,arabica_only,arabica_wild,
23_Erecta,-125.1471276738954,sgC,filtered_reservoir_12000,arabica_only,arabica_cultivated,
24_ET59,-105.1230618690324,sgC,filtered_reservoir_12000,arabica_only,arabica_wild,
25_JK1,-123.237235537616,sgC,filtered_reservoir_12000,arabica_only,arabica_cultivated,
26_Moka,-125.2856280628628,sgC,filtered_reservoir_12000,arabica_only,arabica_cultivated,
27_Rubi,-123.4845182975701,sgC,filtered_reservoir_12000,arabica_only,arabica_cultivated,
28_Topazio,-123.7323193704012,sgC,filtered_reservoir_12000,arabica_only,arabica_cultivated,
29_CostaRica95,0.343616740854813,sgC,filtered_reservoir_12000,arabica_only,arabica_introgressed,6.0
30_OroAzteca,46.60416202601637,sgC,filtered_reservoir_12000,arabica_only,arabica_introgressed,4.0
31_ArabustaPizze,66.76440485947688,sgC,filtered_reservoir_12000,arabica_only,arabica_introgressed,2.0
32_Bourbonpointu,-123.8169825579339,sgC,filtered_reservoir_12000,arabica_only,arabica_cultivated,
37_Catuai99,-123.4193166518598,sgC,filtered_reservoir_12000,arabica_only,arabica_cultivated,
38_Et38C3,-110.2284561011741,sgC,filtered_reservoir_12000,arabica_only,arabica_wild,
39_Guatemalense,-122.9137465789225,sgC,filtered_reservoir_12000,arabica_only,arabica_cultivated,
LINN32,-96.79264816223753,sgC,filtered_reservoir_12000,arabica_only,arabica_wild,
Amsterdam,-121.93714794735,sgC,filtered_reservoir_12000,arabica_only,arabica_cultivated,
BB1,-124.5560593447393,sgC,filtered_reservoir_12000,arabica_only,arabica_cultivated,
TIP1,-124.3805972430116,sgC,filtered_reservoir_12000,arabica_only,arabica_cultivated,
1,-65.39729049694103,sgC,priority_seed_20250416_6000,full_panel,arabica_wild,
2,-65.77476467344063,sgC,priority_seed_20250416_6000,full_panel,arabica_wild,
3,-65.57274506867236,sgC,priority_seed_20250416_6000,full_panel,arabica_wild,
4,-65.52333835823016,sgC,priority_seed_20250416_6000,full_panel,arabica_wild,
5,-65.73846305962788,sgC,priority_seed_20250416_6000,full_panel,arabica_wild,
6,-65.46891699292091,sgC,priority_seed_20250416_6000,full_panel,arabica_wild,
7,-65.28466470893356,sgC,priority_seed_20250416_6000,full_panel,arabica_wild,
8,-66.48698114017009,sgC,priority_seed_20250416_6000,full_panel,arabica_wild,
9,-66.09503087384843,sgC,priority_seed_20250416_6000,full_panel,arabica_wild,
10,61.63875651737031,sgC,priority_seed_20250416_6000,full_panel,arabica_introgressed,2.0
11,67.3636793796457,sgC,priority_seed_20250416_6000,full_panel,arabica_introgressed,1.0
12,-66.00204170966296,sgC,priority_seed_20250416_6000,full_panel,arabica_cultivated,
13,-66.58667409762538,sgC,priority_seed_20250416_6000,full_panel,arabica_cultivated,
14,-66.22491863004267,sgC,priority_seed_20250416_6000,full_panel,arabica_cultivated,
15,-65.3914502641155,sgC,priority_seed_20250416_6000,full_panel,arabica_wild,
16,42.44468260433106,sgC,priority_seed_20250416_6000,full_panel,arabica_introgressed,4.0
17_BMJM,-66.71595839499331,sgC,priority_seed_20250416_6000,full_panel,arabica_cultivated,
18_E123,-66.00277287876949,sgC,priority_seed_20250416_6000,full_panel,arabica_wild,
19_E237,-65.868113402512,sgC,priority_seed_20250416_6000,full_panel,arabica_wild,
20_E261,-65.8476712034268,sgC,priority_seed_20250416_6000,full_panel,arabica_wild,
21_E383,-66.19538873722395,sgC,priority_seed_20250416_6000,full_panel,arabica_wild,
22_E516,-66.9942962840248,sgC,priority_seed_20250416_6000,full_panel,arabica_wild,
23_Erecta,-65.40056190160776,sgC,priority_seed_20250416_6000,full_panel,arabica_cultivated,
24_ET59,-66.16458579559128,sgC,priority_seed_20250416_6000,full_panel,arabica_wild,
25_JK1,-66.78280225317245,sgC,priority_seed_20250416_6000,full_panel,arabica_cultivated,
26_Moka,-66.83319129186381,sgC,priority_seed_20250416_6000,full_panel,arabica_cultivated,
27_Rubi,-66.26838864145289,sgC,priority_seed_20250416_6000,full_panel,arabica_cultivated,
28_Topazio,-65.94283706199542,sgC,priority_seed_20250416_6000,full_panel,arabica_cultivated,
29_CostaRica95,25.27732625423476,sgC,priority_seed_20250416_6000,full_panel,arabica_introgressed,5.0
30_OroAzteca,58.80535444063932,sgC,priority_seed_20250416_6000,full_panel,arabica_introgressed,3.0
31_ArabustaPizze,22.65724299953521,sgC,priority_seed_20250416_6000,full_panel,arabica_introgressed,6.0
32_Bourbonpointu,-67.07067486289387,sgC,priority_seed_20250416_6000,full_panel,arabica_cultivated,
37_Catuai99,-65.91517075680154,sgC,priority_seed_20250416_6000,full_panel,arabica_cultivated,
38_Et38C3,-66.51585718407335,sgC,priority_seed_20250416_6000,full_panel,arabica_wild,
39_Guatemalense,-66.67068539006463,sgC,priority_seed_20250416_6000,full_panel,arabica_cultivated,
40_BU-A,4.237969914142724,sgC,priority_seed_20250416_6000,full_panel,eugenioides,
LINN32,-53.39847844602266,sgC,priority_seed_20250416_6000,full_panel,arabica_wild,
Amsterdam,-66.6895983335154,sgC,priority_seed_20250416_6000,full_panel,arabica_cultivated,
BP409,26.18687570426064,sgC,priority_seed_20250416_6000,full_panel,canephora,
Q121,13.76850801225547,sgC,priority_seed_20250416_6000,full_panel,canephora,
BUD15,10.24685136514915,sgC,priority_seed_20250416_6000,full_panel,canephora,
DA56,2.256550650380717,sgC,priority_seed_20250416_6000,full_panel,eugenioides,
BB1,-67.23469383293451,sgC,priority_seed_20250416_6000,full_panel,arabica_cultivated,
TIP1,-66.06584748991256,sgC,priority_seed_20250416_6000,full_panel,arabica_cultivated,
1,-81.01710363968574,sgC,priority_seed_20250416_6000,arabica_only,arabica_wild,
2,-80.55039259033877,sgC,priority_seed_20250416_6000,arabica_only,arabica_wild,
3,-79.21393429042851,sgC,priority_seed_20250416_6000,arabica_only,arabica_wild,
4,-77.54571932907373,sgC,priority_seed_20250416_6000,arabica_only,arabica_wild,
5,-79.46610107521713,sgC,priority_seed_20250416_6000,arabica_only,arabica_wild,
6,-79.03171603211376,sgC,priority_seed_20250416_6000,arabica_only,arabica_wild,
7,-80.72462027797853,sgC,priority_seed_20250416_6000,arabica_only,arabica_wild,
8,-81.0638794299056,sgC,priority_seed_20250416_6000,arabica_only,arabica_wild,
9,-81.68818635158658,sgC,priority_seed_20250416_6000,arabica_only,arabica_wild,
10,35.76687923553892,sgC,priority_seed_20250416_6000,arabica_only,arabica_introgressed,3.0
11,50.39715559161012,sgC,priority_seed_20250416_6000,arabica_only,arabica_introgressed,1.0
12,-86.40760411211124,sgC,priority_seed_20250416_6000,arabica_only,arabica_cultivated,
13,-86.34747726805773,sgC,priority_seed_20250416_6000,arabica_only,arabica_cultivated,
14,-84.10203796626188,sgC,priority_seed_20250416_6000,arabica_only,arabica_cultivated,
15,-79.26051725443921,sgC,priority_seed_20250416_6000,arabica_only,arabica_wild,
16,16.53907434336089,sgC,priority_seed_20250416_6000,arabica_only,arabica_introgressed,5.0
17_BMJM,-85.92169245918012,sgC,priority_seed_20250416_6000,arabica_only,arabica_cultivated,
18_E123,-82.22664048887796,sgC,priority_seed_20250416_6000,arabica_only,arabica_wild,
19_E237,-81.1942133235501,sgC,priority_seed_20250416_6000,arabica_only,arabica_wild,
20_E261,-83.92825105352449,sgC,priority_seed_20250416_6000,arabica_only,arabica_wild,
21_E383,-83.13661265662921,sgC,priority_seed_20250416_6000,arabica_only,arabica_wild,
22_E516,-84.75265119311359,sgC,priority_seed_20250416_6000,arabica_only,arabica_wild,
23_Erecta,-86.16902098313079,sgC,priority_seed_20250416_6000,arabica_only,arabica_cultivated,
24_ET59,-83.15905543226422,sgC,priority_seed_20250416_6000,arabica_only,arabica_wild,
25_JK1,-86.85771291871723,sgC,priority_seed_20250416_6000,arabica_only,arabica_cultivated,
26_Moka,-87.0191565770541,sgC,priority_seed_20250416_6000,arabica_only,arabica_cultivated,
27_Rubi,-86.46435685415295,sgC,priority_seed_20250416_6000,arabica_only,arabica_cultivated,
28_Topazio,-85.81427744864806,sgC,priority_seed_20250416_6000,arabica_only,arabica_cultivated,
29_CostaRica95,-0.3912820590056612,sgC,priority_seed_20250416_6000,arabica_only,arabica_introgressed,6.0
30_OroAzteca,30.90594480056065,sgC,priority_seed_20250416_6000,arabica_only,arabica_introgressed,4.0
31_ArabustaPizze,46.27944454053193,sgC,priority_seed_20250416_6000,arabica_only,arabica_introgressed,2.0
32_Bourbonpointu,-86.7392264146979,sgC,priority_seed_20250416_6000,arabica_only,arabica_cultivated,
37_Catuai99,-85.56941144338857,sgC,priority_seed_20250416_6000,arabica_only,arabica_cultivated,
38_Et38C3,-84.02097070909329,sgC,priority_seed_20250416_6000,arabica_only,arabica_wild,
39_Guatemalense,-86.99259544204283,sgC,priority_seed_20250416_6000,arabica_only,arabica_cultivated,
LINN32,-40.00467589759668,sgC,priority_seed_20250416_6000,arabica_only,arabica_wild,
Amsterdam,-85.3413530045347,sgC,priority_seed_20250416_6000,arabica_only,arabica_cultivated,
BB1,-86.37529806057384,sgC,priority_seed_20250416_6000,arabica_only,arabica_cultivated,
TIP1,-86.26738411696347,sgC,priority_seed_20250416_6000,arabica_only,arabica_cultivated,
1,-92.8836997321092,sgC,priority_seed_20250416_12000,full_panel,arabica_wild,
2,-93.06987896892167,sgC,priority_seed_20250416_12000,full_panel,arabica_wild,
3,-92.89272357834064,sgC,priority_seed_20250416_12000,full_panel,arabica_wild,
4,-92.7484315289312,sgC,priority_seed_20250416_12000,full_panel,arabica_wild,
5,-93.02210023301829,sgC,priority_seed_20250416_12000,full_panel,arabica_wild,
6,-92.7650899391506,sgC,priority_seed_20250416_12000,full_panel,arabica_wild,
7,-92.31611224093243,sgC,priority_seed_20250416_12000,full_panel,arabica_wild,
8,-93.88419802366187,sgC,priority_seed_20250416_12000,full_panel,arabica_wild,
9,-93.61806955369286,sgC,priority_seed_20250416_12000,full_panel,arabica_wild,
10,87.5235363614434,sgC,priority_seed_20250416_12000,full_panel,arabica_introgressed,2.0
11,95.27664488087638,sgC,priority_seed_20250416_12000,full_panel,arabica_introgressed,1.0
12,-93.02693598960316,sgC,priority_seed_20250416_12000,full_panel,arabica_cultivated,
13,-94.44127072337731,sgC,priority_seed_20250416_12000,full_panel,arabica_cultivated,
14,-93.93648878808358,sgC,priority_seed_20250416_12000,full_panel,arabica_cultivated,
15,-92.54919718898185,sgC,priority_seed_20250416_12000,full_panel,arabica_wild,
16,61.88299614651299,sgC,priority_seed_20250416_12000,full_panel,arabica_introgressed,4.0
17_BMJM,-94.80023538768505,sgC,priority_seed_20250416_12000,full_panel,arabica_cultivated,
18_E123,-93.18085403167525,sgC,priority_seed_20250416_12000,full_panel,arabica_wild,
19_E237,-93.37525565544972,sgC,priority_seed_20250416_12000,full_panel,arabica_wild,
20_E261,-93.20629545326665,sgC,priority_seed_20250416_12000,full_panel,arabica_wild,
21_E383,-93.71337634150112,sgC,priority_seed_20250416_12000,full_panel,arabica_wild,
22_E516,-94.51036354563479,sgC,priority_seed_20250416_12000,full_panel,arabica_wild,
23_Erecta,-91.97423673288526,sgC,priority_seed_20250416_12000,full_panel,arabica_cultivated,
24_ET59,-93.50025185039131,sgC,priority_seed_20250416_12000,full_panel,arabica_wild,
25_JK1,-94.84984394707544,sgC,priority_seed_20250416_12000,full_panel,arabica_cultivated,
26_Moka,-95.11891614250013,sgC,priority_seed_20250416_12000,full_panel,arabica_cultivated,
27_Rubi,-94.3904296134659,sgC,priority_seed_20250416_12000,full_panel,arabica_cultivated,
28_Topazio,-92.93175513577165,sgC,priority_seed_20250416_12000,full_panel,arabica_cultivated,
29_CostaRica95,32.85031200953837,sgC,priority_seed_20250416_12000,full_panel,arabica_introgressed,5.0
30_OroAzteca,83.8678094616926,sgC,priority_seed_20250416_12000,full_panel,arabica_introgressed,3.0
31_ArabustaPizze,31.98215291936764,sgC,priority_seed_20250416_12000,full_panel,arabica_introgressed,6.0
32_Bourbonpointu,-94.84436627072344,sgC,priority_seed_20250416_12000,full_panel,arabica_cultivated,
37_Catuai99,-94.37529813416948,sgC,priority_seed_20250416_12000,full_panel,arabica_cultivated,
38_Et38C3,-94.14921104372833,sgC,priority_seed_20250416_12000,full_panel,arabica_wild,
39_Guatemalense,-93.72751110699524,sgC,priority_seed_20250416_12000,full_panel,arabica_cultivated,
40_BU-A,6.133114740922622,sgC,priority_seed_20250416_12000,full_panel,eugenioides,
LINN32,-76.51849694248418,sgC,priority_seed_20250416_12000,full_panel,arabica_wild,
Amsterdam,-94.22707001150532,sgC,priority_seed_20250416_12000,full_panel,arabica_cultivated,
BP409,36.61645124123018,sgC,priority_seed_20250416_12000,full_panel,canephora,
Q121,19.17786510130151,sgC,priority_seed_20250416_12000,full_panel,canephora,
BUD15,13.91667498402165,sgC,priority_seed_20250416_12000,full_panel,canephora,
DA56,2.359793950206864,sgC,priority_seed_20250416_12000,full_panel,eugenioides,
BB1,-94.98290509749243,sgC,priority_seed_20250416_12000,full_panel,arabica_cultivated,
TIP1,-93.91997575547941,sgC,priority_seed_20250416_12000,full_panel,arabica_cultivated,
1,-102.1708019373494,sgC,priority_seed_20250416_12000,arabica_only,arabica_wild,
2,-100.9876583918198,sgC,priority_seed_20250416_12000,arabica_only,arabica_wild,
3,-99.95670853389292,sgC,priority_seed_20250416_12000,arabica_only,arabica_wild,
4,-97.34498162173938,sgC,priority_seed_20250416_12000,arabica_only,arabica_wild,
5,-101.7421084478559,sgC,priority_seed_20250416_12000,arabica_only,arabica_wild,
6,-98.82930682928708,sgC,priority_seed_20250416_12000,arabica_only,arabica_wild,
7,-103.0135158611208,sgC,priority_seed_20250416_12000,arabica_only,arabica_wild,
8,-106.1450314665194,sgC,priority_seed_20250416_12000,arabica_only,arabica_wild,
9,-107.1392518076109,sgC,priority_seed_20250416_12000,arabica_only,arabica_wild,
10,51.98228598187768,sgC,priority_seed_20250416_12000,arabica_only,arabica_introgressed,3.0
11,70.34938815947135,sgC,priority_seed_20250416_12000,arabica_only,arabica_introgressed,1.0
12,-122.2298871865502,sgC,priority_seed_20250416_12000,arabica_only,arabica_cultivated,
13,-122.808465957609,sgC,priority_seed_20250416_12000,arabica_only,arabica_cultivated,
14,-112.7713406463221,sgC,priority_seed_20250416_12000,arabica_only,arabica_cultivated,
15,-99.84515693156402,sgC,priority_seed_20250416_12000,arabica_only,arabica_wild,
16,25.45929671816373,sgC,priority_seed_20250416_12000,arabica_only,arabica_introgressed,5.0
17_BMJM,-119.726829665242,sgC,priority_seed_20250416_12000,arabica_only,arabica_cultivated,
18_E123,-107.8736515376615,sgC,priority_seed_20250416_12000,arabica_only,arabica_wild,
19_E237,-104.5523095689629,sgC,priority_seed_20250416_12000,arabica_only,arabica_wild,
20_E261,-111.7436739149354,sgC,priority_seed_20250416_12000,arabica_only,arabica_wild,
21_E383,-107.2482458300591,sgC,priority_seed_20250416_12000,arabica_only,arabica_wild,
22_E516,-115.7546789756638,sgC,priority_seed_20250416_12000,arabica_only,arabica_wild,
23_Erecta,-121.8023085952485,sgC,priority_seed_20250416_12000,arabica_only,arabica_cultivated,
24_ET59,-108.1440195682103,sgC,priority_seed_20250416_12000,arabica_only,arabica_wild,
25_JK1,-121.4162371214046,sgC,priority_seed_20250416_12000,arabica_only,arabica_cultivated,
26_Moka,-123.7741289114929,sgC,priority_seed_20250416_12000,arabica_only,arabica_cultivated,
27_Rubi,-122.3610885365431,sgC,priority_seed_20250416_12000,arabica_only,arabica_cultivated,
28_Topazio,-121.6842675140228,sgC,priority_seed_20250416_12000,arabica_only,arabica_cultivated,
29_CostaRica95,-2.51423298434797,sgC,priority_seed_20250416_12000,arabica_only,arabica_introgressed,6.0
30_OroAzteca,44.05050412253415,sgC,priority_seed_20250416_12000,arabica_only,arabica_introgressed,4.0
31_ArabustaPizze,65.63555745396593,sgC,priority_seed_20250416_12000,arabica_only,arabica_introgressed,2.0
32_Bourbonpointu,-122.1610405666717,sgC,priority_seed_20250416_12000,arabica_only,arabica_cultivated,
37_Catuai99,-121.852714349576,sgC,priority_seed_20250416_12000,arabica_only,arabica_cultivated,
38_Et38C3,-113.7553711353029,sgC,priority_seed_20250416_12000,arabica_only,arabica_wild,
39_Guatemalense,-122.124766028068,sgC,priority_seed_20250416_12000,arabica_only,arabica_cultivated,
LINN32,-73.34617198259475,sgC,priority_seed_20250416_12000,arabica_only,arabica_wild,
Amsterdam,-119.6943082920831,sgC,priority_seed_20250416_12000,arabica_only,arabica_cultivated,
BB1,-122.1294093040631,sgC,priority_seed_20250416_12000,arabica_only,arabica_cultivated,
TIP1,-121.856958143778,sgC,priority_seed_20250416_12000,arabica_only,arabica_cultivated,
1,-131.7425073283337,sgC,priority_seed_20250416_24000,full_panel,arabica_wild,
2,-132.2973889586321,sgC,priority_seed_20250416_24000,full_panel,arabica_wild,
3,-131.8121330430519,sgC,priority_seed_20250416_24000,full_panel,arabica_wild,
4,-131.5511701509194,sgC,priority_seed_20250416_24000,full_panel,arabica_wild,
5,-132.1565517408257,sgC,priority_seed_20250416_24000,full_panel,arabica_wild,
6,-131.4974476694903,sgC,priority_seed_20250416_24000,full_panel,arabica_wild,
7,-131.2063951737703,sgC,priority_seed_20250416_24000,full_panel,arabica_wild,
8,-133.1168295063823,sgC,priority_seed_20250416_24000,full_panel,arabica_wild,
9,-132.8788327468877,sgC,priority_seed_20250416_24000,full_panel,arabica_wild,
10,125.3249800816063,sgC,priority_seed_20250416_24000,full_panel,arabica_introgressed,2.0
11,135.3538282927237,sgC,priority_seed_20250416_24000,full_panel,arabica_introgressed,1.0
12,-132.2627384609704,sgC,priority_seed_20250416_24000,full_panel,arabica_cultivated,
13,-134.2898323399008,sgC,priority_seed_20250416_24000,full_panel,arabica_cultivated,
14,-133.6432306825616,sgC,priority_seed_20250416_24000,full_panel,arabica_cultivated,
15,-131.446008288686,sgC,priority_seed_20250416_24000,full_panel,arabica_wild,
16,87.52924100795403,sgC,priority_seed_20250416_24000,full_panel,arabica_introgressed,4.0
17_BMJM,-134.6096789135673,sgC,priority_seed_20250416_24000,full_panel,arabica_cultivated,
18_E123,-132.3002184002524,sgC,priority_seed_20250416_24000,full_panel,arabica_wild,
19_E237,-132.1794412565954,sgC,priority_seed_20250416_24000,full_panel,arabica_wild,
20_E261,-131.9233450097709,sgC,priority_seed_20250416_24000,full_panel,arabica_wild,
21_E383,-132.8251068778419,sgC,priority_seed_20250416_24000,full_panel,arabica_wild,
22_E516,-133.9610239748901,sgC,priority_seed_20250416_24000,full_panel,arabica_wild,
23_Erecta,-130.7744855142437,sgC,priority_seed_20250416_24000,full_panel,arabica_cultivated,
24_ET59,-132.8221732697977,sgC,priority_seed_20250416_24000,full_panel,arabica_wild,
25_JK1,-134.8681858500724,sgC,priority_seed_20250416_24000,full_panel,arabica_cultivated,
26_Moka,-135.2187524773694,sgC,priority_seed_20250416_24000,full_panel,arabica_cultivated,
27_Rubi,-133.8162020807479,sgC,priority_seed_20250416_24000,full_panel,arabica_cultivated,
28_Topazio,-132.5902731346106,sgC,priority_seed_20250416_24000,full_panel,arabica_cultivated,
29_CostaRica95,48.1403216641442,sgC,priority_seed_20250416_24000,full_panel,arabica_introgressed,5.0
30_OroAzteca,117.7901187743272,sgC,priority_seed_20250416_24000,full_panel,arabica_introgressed,3.0
31_ArabustaPizze,43.87043927065827,sgC,priority_seed_20250416_24000,full_panel,arabica_introgressed,6.0
32_Bourbonpointu,-135.1940846203649,sgC,priority_seed_20250416_24000,full_panel,arabica_cultivated,
37_Catuai99,-134.1207809682732,sgC,priority_seed_20250416_24000,full_panel,arabica_cultivated,
38_Et38C3,-133.4322435190095,sgC,priority_seed_20250416_24000,full_panel,arabica_wild,
39_Guatemalense,-133.2029056059562,sgC,priority_seed_20250416_24000,full_panel,arabica_cultivated,
40_BU-A,8.47443399291825,sgC,priority_seed_20250416_24000,full_panel,eugenioides,
LINN32,-108.6252509053315,sgC,priority_seed_20250416_24000,full_panel,arabica_wild,
Amsterdam,-133.7966183382952,sgC,priority_seed_20250416_24000,full_panel,arabica_cultivated,
BP409,51.68124214690999,sgC,priority_seed_20250416_24000,full_panel,canephora,
Q121,26.48295183878236,sgC,priority_seed_20250416_24000,full_panel,canephora,
BUD15,19.93944953592865,sgC,priority_seed_20250416_24000,full_panel,canephora,
DA56,3.208695017924811,sgC,priority_seed_20250416_24000,full_panel,eugenioides,
BB1,-134.6385372149609,sgC,priority_seed_20250416_24000,full_panel,arabica_cultivated,
TIP1,-133.5042593290194,sgC,priority_seed_20250416_24000,full_panel,arabica_cultivated,
1,-147.0240839428626,sgC,priority_seed_20250416_24000,arabica_only,arabica_wild,
2,-145.562028086224,sgC,priority_seed_20250416_24000,arabica_only,arabica_wild,
3,-145.2911600714585,sgC,priority_seed_20250416_24000,arabica_only,arabica_wild,
4,-140.1572010009513,sgC,priority_seed_20250416_24000,arabica_only,arabica_wild,
5,-146.075964611484,sgC,priority_seed_20250416_24000,arabica_only,arabica_wild,
6,-142.0717507338857,sgC,priority_seed_20250416_24000,arabica_only,arabica_wild,
7,-148.2870996677994,sgC,priority_seed_20250416_24000,arabica_only,arabica_wild,
8,-151.0230250454036,sgC,priority_seed_20250416_24000,arabica_only,arabica_wild,
9,-152.271801876204,sgC,priority_seed_20250416_24000,arabica_only,arabica_wild,
10,75.04407424175844,sgC,priority_seed_20250416_24000,arabica_only,arabica_introgressed,3.0
11,100.2604176378728,sgC,priority_seed_20250416_24000,arabica_only,arabica_introgressed,1.0
12,-173.4472634187157,sgC,priority_seed_20250416_24000,arabica_only,arabica_cultivated,
13,-173.7848281093422,sgC,priority_seed_20250416_24000,arabica_only,arabica_cultivated,
14,-159.3272394978343,sgC,priority_seed_20250416_24000,arabica_only,arabica_cultivated,
15,-143.6895418484935,sgC,priority_seed_20250416_24000,arabica_only,arabica_wild,
16,35.41809517877159,sgC,priority_seed_20250416_24000,arabica_only,arabica_introgressed,5.0
17_BMJM,-170.0186725715837,sgC,priority_seed_20250416_24000,arabica_only,arabica_cultivated,
